Reference,Publication year,Ecosystem component (detailed),Ecosystem component (simplified),Thema (detailed),Thema (simplified),Trait label (original),Trait label (standardised),
"Frid C.L.J., 2011. Temporal variability in the benthos: Does the sea ?oor function differently over time? Journal of Experimental Marine Biology and Ecology 400:99–107.",2011,Benthic invertebrate,Benthic invertebrate,Distribution,Other,Life zone,Burrowing depth,
"Frid C.L.J., 2011. Temporal variability in the benthos: Does the sea ?oor function differently over time? Journal of Experimental Marine Biology and Ecology 400:99–107.",2011,Benthic invertebrate,Benthic invertebrate,Distribution,Other,Bioturbation,Engineering,
"Frid C.L.J., 2011. Temporal variability in the benthos: Does the sea ?oor function differently over time? Journal of Experimental Marine Biology and Ecology 400:99–107.",2011,Benthic invertebrate,Benthic invertebrate,Distribution,Other,Longevity,Life span,
"Frid C.L.J., 2011. Temporal variability in the benthos: Does the sea ?oor function differently over time? Journal of Experimental Marine Biology and Ecology 400:99–107.",2011,Benthic invertebrate,Benthic invertebrate,Distribution,Other,Feeding mode,Trophy,
"Frid C.L.J., Caswell B.A., 2015. Is long-term ecological functioning stable: The case of the marine benthos? Journal of Sea Research 98:15–23.",2015,Benthic invertebrate,Benthic invertebrate,FD,Other,Sociability,Biotic int./Sociability,
"Frid C.L.J., Caswell B.A., 2015. Is long-term ecological functioning stable: The case of the marine benthos? Journal of Sea Research 98:15–23.",2015,Benthic invertebrate,Benthic invertebrate,FD,Other,Organism body size,Body size,
"Frid C.L.J., Caswell B.A., 2015. Is long-term ecological functioning stable: The case of the marine benthos? Journal of Sea Research 98:15–23.",2015,Benthic invertebrate,Benthic invertebrate,FD,Other,Living habit,Burrowing depth,
"Frid C.L.J., Caswell B.A., 2015. Is long-term ecological functioning stable: The case of the marine benthos? Journal of Sea Research 98:15–23.",2015,Benthic invertebrate,Benthic invertebrate,FD,Other,Reproductive method,Egg/Prop. protection,
"Frid C.L.J., Caswell B.A., 2015. Is long-term ecological functioning stable: The case of the marine benthos? Journal of Sea Research 98:15–23.",2015,Benthic invertebrate,Benthic invertebrate,FD,Other,Skeletal composition,Morph./Anat./Phys.,
"Frid C.L.J., Caswell B.A., 2015. Is long-term ecological functioning stable: The case of the marine benthos? Journal of Sea Research 98:15–23.",2015,Benthic invertebrate,Benthic invertebrate,FD,Other,Skeletal thickness,Morph./Anat./Phys.,
"Frid C.L.J., Caswell B.A., 2015. Is long-term ecological functioning stable: The case of the marine benthos? Journal of Sea Research 98:15–23.",2015,Benthic invertebrate,Benthic invertebrate,FD,Other,Adult movement,Motility,
"Frid C.L.J., Caswell B.A., 2015. Is long-term ecological functioning stable: The case of the marine benthos? Journal of Sea Research 98:15–23.",2015,Benthic invertebrate,Benthic invertebrate,FD,Other,Feeding habit,Trophy,
"Frid C.L.J., Caswell B.A., 2016. Does ecological redundancy maintain functioning of marine benthos on centennial to millennial time scales? Marine Ecology DOI: 10.1111/maec.12297.",2016,Benthic invertebrate,Benthic invertebrate,Ecosystem services,Other,Sociability,Biotic int./Sociability,
"Frid C.L.J., Caswell B.A., 2016. Does ecological redundancy maintain functioning of marine benthos on centennial to millennial time scales? Marine Ecology DOI: 10.1111/maec.12297.",2016,Benthic invertebrate,Benthic invertebrate,Ecosystem services,Other,Organism body size,Body size,
"Frid C.L.J., Caswell B.A., 2016. Does ecological redundancy maintain functioning of marine benthos on centennial to millennial time scales? Marine Ecology DOI: 10.1111/maec.12297.",2016,Benthic invertebrate,Benthic invertebrate,Ecosystem services,Other,Living Habit,Burrowing depth,
"Frid C.L.J., Caswell B.A., 2016. Does ecological redundancy maintain functioning of marine benthos on centennial to millennial time scales? Marine Ecology DOI: 10.1111/maec.12297.",2016,Benthic invertebrate,Benthic invertebrate,Ecosystem services,Other,Reproductive method,Egg/Prop. protection,
"Frid C.L.J., Caswell B.A., 2016. Does ecological redundancy maintain functioning of marine benthos on centennial to millennial time scales? Marine Ecology DOI: 10.1111/maec.12297.",2016,Benthic invertebrate,Benthic invertebrate,Ecosystem services,Other,Skeletal composition,Morph./Anat./Phys.,
"Frid C.L.J., Caswell B.A., 2016. Does ecological redundancy maintain functioning of marine benthos on centennial to millennial time scales? Marine Ecology DOI: 10.1111/maec.12297.",2016,Benthic invertebrate,Benthic invertebrate,Ecosystem services,Other,Skeletal thickness,Morph./Anat./Phys.,
"Frid C.L.J., Caswell B.A., 2016. Does ecological redundancy maintain functioning of marine benthos on centennial to millennial time scales? Marine Ecology DOI: 10.1111/maec.12297.",2016,Benthic invertebrate,Benthic invertebrate,Ecosystem services,Other,Adult movement,Motility,
"Frid C.L.J., Caswell B.A., 2016. Does ecological redundancy maintain functioning of marine benthos on centennial to millennial time scales? Marine Ecology DOI: 10.1111/maec.12297.",2016,Benthic invertebrate,Benthic invertebrate,Ecosystem services,Other,Feeding habit,Trophy,
"Fromentin J.M., Fonteneau A., 2001. Fishing effects and life history traits: a case study comparing tropical versus temperate tunas. Fisheries Research 53:133–150.",2001,Fish,Fish,Pressure,Pressure,Maximum length,Body size,
"Fromentin J.M., Fonteneau A., 2001. Fishing effects and life history traits: a case study comparing tropical versus temperate tunas. Fisheries Research 53:133–150.",2001,Fish,Fish,Pressure,Pressure,Maximum weight,Body size,
"Fromentin J.M., Fonteneau A., 2001. Fishing effects and life history traits: a case study comparing tropical versus temperate tunas. Fisheries Research 53:133–150.",2001,Fish,Fish,Pressure,Pressure,Juvenile growth,Growth rate,
"Fromentin J.M., Fonteneau A., 2001. Fishing effects and life history traits: a case study comparing tropical versus temperate tunas. Fisheries Research 53:133–150.",2001,Fish,Fish,Pressure,Pressure,Main latitudinal range,Habitat,
"Fromentin J.M., Fonteneau A., 2001. Fishing effects and life history traits: a case study comparing tropical versus temperate tunas. Fisheries Research 53:133–150.",2001,Fish,Fish,Pressure,Pressure,Minimal SST,Habitat,
"Fromentin J.M., Fonteneau A., 2001. Fishing effects and life history traits: a case study comparing tropical versus temperate tunas. Fisheries Research 53:133–150.",2001,Fish,Fish,Pressure,Pressure,Maximum age,Life span,
"Fromentin J.M., Fonteneau A., 2001. Fishing effects and life history traits: a case study comparing tropical versus temperate tunas. Fisheries Research 53:133–150.",2001,Fish,Fish,Pressure,Pressure,Spawning duration,Reprod. frequency,
"Fromentin J.M., Fonteneau A., 2001. Fishing effects and life history traits: a case study comparing tropical versus temperate tunas. Fisheries Research 53:133–150.",2001,Fish,Fish,Pressure,Pressure,Age at maturity,Sexual maturity,
"Fromentin J.M., Fonteneau A., 2001. Fishing effects and life history traits: a case study comparing tropical versus temperate tunas. Fisheries Research 53:133–150.",2001,Fish,Fish,Pressure,Pressure,Length at maturity,Sexual maturity,
"Fromentin J.M., Fonteneau A., 2001. Fishing effects and life history traits: a case study comparing tropical versus temperate tunas. Fisheries Research 53:133–150.",2001,Fish,Fish,Pressure,Pressure,Weight at maturity,Sexual maturity,
"Galarza J.A., Carreras-Carbonell J., Macpherson E., Pascual M., Roques S., Turner G.F., Rico C., 2009. The influence of oceanographic fronts and early-life-history traits on connectivity among littoral fish species. Proceedings of the National Academy of Sciences of the United States 106:1473–1478.",2009,Fish,Fish,Dispersal,Other,Pelagic stage duration,Early development,
"Galarza J.A., Carreras-Carbonell J., Macpherson E., Pascual M., Roques S., Turner G.F., Rico C., 2009. The influence of oceanographic fronts and early-life-history traits on connectivity among littoral fish species. Proceedings of the National Academy of Sciences of the United States 106:1473–1478.",2009,Fish,Fish,Dispersal,Other,Larvae distribution,Habitat,
"Galarza J.A., Carreras-Carbonell J., Macpherson E., Pascual M., Roques S., Turner G.F., Rico C., 2009. The influence of oceanographic fronts and early-life-history traits on connectivity among littoral fish species. Proceedings of the National Academy of Sciences of the United States 106:1473–1478.",2009,Fish,Fish,Dispersal,Other,Egg type,Morph./Anat./Phys.,
"García V.B., Lucifora L.O., Myers R.A., 2008. The importance of habitat and life history to extinction risk in sharks, skates, rays and chimaeras. Proceedings of the Royal Society of London B 275:83–89.",2008,Fish,Fish,Pressure,Pressure,Growth completion rate,Growth rate,
"García V.B., Lucifora L.O., Myers R.A., 2008. The importance of habitat and life history to extinction risk in sharks, skates, rays and chimaeras. Proceedings of the Royal Society of London B 275:83–89.",2008,Fish,Fish,Pressure,Pressure,Longevity,Life span,
"García V.B., Lucifora L.O., Myers R.A., 2008. The importance of habitat and life history to extinction risk in sharks, skates, rays and chimaeras. Proceedings of the Royal Society of London B 275:83–89.",2008,Fish,Fish,Pressure,Pressure,Age at maturity,Sexual maturity,
"Graham N.A.J., Jennings S., MacNeil M.A., Mouillot D., Wilson S.K., 2015. Predicting climate-driven regime shifts versus rebound potential in coral reefs. Nature 518:94–97.",2015,Fish,Fish,Environment,Environment,Body size,Body size,
"Graham N.A.J., Jennings S., MacNeil M.A., Mouillot D., Wilson S.K., 2015. Predicting climate-driven regime shifts versus rebound potential in coral reefs. Nature 518:94–97.",2015,Fish,Fish,Environment,Environment,Dietary group,Trophy,
"Green S.J.,  Côté I.M., 2014. Trait-based diet selection: prey behaviour and morphology predict vulnerability to predation in reef fish communities. Journal of Animal Ecology 83:1451–1460.",2014,Fish,Fish,Trophy,Other,Cleaner,Behaviour,
"Green S.J.,  Côté I.M., 2014. Trait-based diet selection: prey behaviour and morphology predict vulnerability to predation in reef fish communities. Journal of Animal Ecology 83:1451–1460.",2014,Fish,Fish,Trophy,Other,Nocturnality,Behaviour,
"Green S.J.,  Côté I.M., 2014. Trait-based diet selection: prey behaviour and morphology predict vulnerability to predation in reef fish communities. Journal of Animal Ecology 83:1451–1460.",2014,Fish,Fish,Trophy,Other,Aggregation size,Biotic int./Sociability,
"Green S.J.,  Côté I.M., 2014. Trait-based diet selection: prey behaviour and morphology predict vulnerability to predation in reef fish communities. Journal of Animal Ecology 83:1451–1460.",2014,Fish,Fish,Trophy,Other,Body size,Body size,
"Green S.J.,  Côté I.M., 2014. Trait-based diet selection: prey behaviour and morphology predict vulnerability to predation in reef fish communities. Journal of Animal Ecology 83:1451–1460.",2014,Fish,Fish,Trophy,Other,Water column position,Habitat,
"Green S.J.,  Côté I.M., 2014. Trait-based diet selection: prey behaviour and morphology predict vulnerability to predation in reef fish communities. Journal of Animal Ecology 83:1451–1460.",2014,Fish,Fish,Trophy,Other,Body shape,Morph./Anat./Phys.,
"Green S.J.,  Côté I.M., 2014. Trait-based diet selection: prey behaviour and morphology predict vulnerability to predation in reef fish communities. Journal of Animal Ecology 83:1451–1460.",2014,Fish,Fish,Trophy,Other,Defence,Resistance form,
"Greenstreet S.P.R., Fraser H.M., Rogers S.I., Trenkel V.M., Simpson S.D., Pinnegar J.K., 2012. Redundancy in metrics describing the composition, structure, and functioning of the North Sea demersal ?sh community. ICES Journal of Marine Science  69:8–22.",2012,Fish,Fish,Life-history theory,Life-history theory,Mean ultimate body length,Body size,
"Greenstreet S.P.R., Fraser H.M., Rogers S.I., Trenkel V.M., Simpson S.D., Pinnegar J.K., 2012. Redundancy in metrics describing the composition, structure, and functioning of the North Sea demersal ?sh community. ICES Journal of Marine Science  69:8–22.",2012,Fish,Fish,Life-history theory,Life-history theory,Overall daily growth production,Demography,
"Greenstreet S.P.R., Fraser H.M., Rogers S.I., Trenkel V.M., Simpson S.D., Pinnegar J.K., 2012. Redundancy in metrics describing the composition, structure, and functioning of the North Sea demersal ?sh community. ICES Journal of Marine Science  69:8–22.",2012,Fish,Fish,Life-history theory,Life-history theory,Biomass,Demography,
"Greenstreet S.P.R., Fraser H.M., Rogers S.I., Trenkel V.M., Simpson S.D., Pinnegar J.K., 2012. Redundancy in metrics describing the composition, structure, and functioning of the North Sea demersal ?sh community. ICES Journal of Marine Science  69:8–22.",2012,Fish,Fish,Life-history theory,Life-history theory,Abundance,Demography,
"Greenstreet S.P.R., Fraser H.M., Rogers S.I., Trenkel V.M., Simpson S.D., Pinnegar J.K., 2012. Redundancy in metrics describing the composition, structure, and functioning of the North Sea demersal ?sh community. ICES Journal of Marine Science  69:8–22.",2012,Fish,Fish,Life-history theory,Life-history theory,Speci?c daily growth production,Demography,
"Greenstreet S.P.R., Fraser H.M., Rogers S.I., Trenkel V.M., Simpson S.D., Pinnegar J.K., 2012. Redundancy in metrics describing the composition, structure, and functioning of the North Sea demersal ?sh community. ICES Journal of Marine Science  69:8–22.",2012,Fish,Fish,Life-history theory,Life-history theory,Margalef’s species richness,Demography,
